"Probe_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","chr","pos","strand","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_Island","chr_numeric","pos_mbp"
"cg01509141",0.55200926904556,0.845949657116399,9.16335000719467,8.59720636564444e-17,2.16733741617128e-13,27.5954832682007,"chr13",44453359,"+","CCDC122;C13orf31;C13orf31","5'UTR;TSS200;TSS1500","Island",13,44.453359
"cg26792116",0.489339993691521,-3.02833399025463,9.16275887013686,8.62985602062968e-17,2.17256891980299e-13,27.5917813105355,"chr3",168865089,"+","MECOM;MECOM;MECOM;MECOM;MECOM;MECOM;MECOM","1stExon;TSS1500;Body;5'UTR;TSS1500;TSS1500;TSS1500","S_Shore",3,168.865089
"cg18159230",0.602940027706249,-1.22723593143438,9.16194250485085,8.67514816640174e-17,2.18296802927696e-13,27.586669022092,"chr1",169076004,"-","ATP1B1;ATP1B1;ATP1B1;ATP1B1","1stExon;1stExon;5'UTR;5'UTR","Island",1,169.076004
"cg14666006",0.460939307249618,-2.69453625803034,9.16032230652966,8.76573802807231e-17,2.20361933112817e-13,27.5765234287282,"chr8",27629879,"-","CCDC25","Body","Island",8,27.629879
"cg22058708",0.406161366440467,-2.6043174462297,9.16025921554824,8.76928457702013e-17,2.20361933112817e-13,27.5761283699945,"chr6",28602970,"-","","","Island",6,28.60297
"cg06952910",0.637819215727767,-2.41550540934059,9.15718848685903,8.94363501862215e-17,2.24331539642961e-13,27.556901521941,"chr4",122744652,"+","CCNA2","1stExon","Island",4,122.744652
"cg16384496",0.676689933151414,-0.267021698386,9.15473439220663,9.08544736813701e-17,2.27517886604424e-13,27.5415373547505,"chr15",60884339,"-","RORA;RORA;RORA;RORA","Body;Body;Body;Body","Island",15,60.884339
"cg02002231",0.401507383553153,-2.45461338095064,9.15418002539628,9.11779017043431e-17,2.28073266132631e-13,27.538066884934,"chr4",81187798,"-","FGF5;FGF5;FGF5;FGF5","1stExon;5'UTR;5'UTR;1stExon","Island",4,81.187798
"cg05853039",0.582779434078456,-0.366720338502357,9.15165977854585,9.26627463178121e-17,2.31154171400006e-13,27.5222905229882,"chr17",55334265,"+","MSI2;MSI2","Body;TSS200","S_Shore",17,55.334265
"cg06609489",0.466835248761769,-2.44817838157302,9.149110247187,9.41892954423819e-17,2.34428500175805e-13,27.5063324979259,"chr18",31804565,"+","NOL4","TSS1500","Island",18,31.804565
"cg15735664",1.00266054943514,-0.677803606783623,9.14811506003996,9.47919295245529e-17,2.35393658500361e-13,27.5001038747243,"chr17",79935208,"-","ASPSCR1","TSS1500","Island",17,79.935208
"cg08832906",0.57276821679098,-1.07439869010313,9.1451818627945,9.65905042041368e-17,2.39317575181269e-13,27.4817472152941,"chr7",139208852,"-","CLEC2L","1stExon","Island",7,139.208852
"cg09007600",0.496289573989479,-2.35930215529393,9.14432695394696,9.71210704064545e-17,2.40414661723814e-13,27.4763974035234,"chr2",202508229,"+","ALS2CR4;ALS2CR4","TSS200;TSS1500","Island",2,202.508229
"cg26085285",0.675989976717959,-1.55263538858225,9.14433891445972,9.71136276358735e-17,2.40414661723814e-13,27.4764722482125,"chr14",65569396,"-","MAX;MAX;MAX;MAX;MAX;MAX","TSS200;TSS200;TSS200;TSS200;TSS200;TSS200","Island",14,65.569396
"cg25807071",0.505709390496437,-2.10321865519703,9.1436459123219,9.75458044473442e-17,2.41210220964414e-13,27.4721357446963,"chr6",30655400,"+","KIAA1949;KIAA1949;KIAA1949","TSS1500;5'UTR;1stExon","Island",6,30.6554
"cg09141965",0.446727788619398,-0.0581373025234688,9.14280469004666,9.80729847795108e-17,2.42333024755992e-13,27.4668719100788,"chr7",1269385,"-","","","Island",7,1.269385
"cg04998420",0.81446208748961,-2.09617692615522,9.14003371187783,9.98296174799825e-17,2.46007783247449e-13,27.4495341732815,"chr1",153508511,"-","S100A6;S100A6","5'UTR;1stExon","Island",1,153.508511
"cg11669877",0.480031653047218,-1.86486132446978,9.13817587788968,1.01024846336429e-16,2.48617641280091e-13,27.4379109935536,"chr1",204043026,"+","SOX13","5'UTR","Island",1,204.043026
"cg26528620",0.555903760847031,-2.51953804862215,9.13767727802316,1.01348031598545e-16,2.49189096222266e-13,27.4347917506642,"chr11",14913351,"-","CYP2R1","Body","Island",11,14.913351
"cg15443952",0.432614185349316,-1.41967348955131,9.13760644124198,1.01394030260818e-16,2.49190350401219e-13,27.4343486006424,"chr7",100817963,"+","C7orf52","Body","Island",7,100.817963
"cg05793020",0.46084232913455,-1.66487537047834,9.13700474410395,1.01785586605535e-16,2.49937165734631e-13,27.4305844768119,"chr20",43374889,"+","KCNK15","Body","Island",20,43.374889
"cg27013063",0.834535072739492,-1.70245563363768,9.13509040349273,1.03041373260007e-16,2.52220544619176e-13,27.4186092784614,"chr5",122848414,"-","CSNK1G3;CSNK1G3;CSNK1G3;CSNK1G3","5'UTR;5'UTR;5'UTR;5'UTR","S_Shore",5,122.848414
"cg01987347",0.501754749376684,-2.04878854847799,9.13369262156683,1.03968017217944e-16,2.54034707770464e-13,27.4098660193072,"chr13",111567478,"-","ANKRD10","TSS200","Island",13,111.567478
"cg24752028",0.549418334103044,-2.1814510477462,9.1299741692451,1.06473638663424e-16,2.59578026878832e-13,27.3866091940645,"chr2",30369779,"-","YPEL5;YPEL5;YPEL5;YPEL5;YPEL5;YPEL5;YPEL5;YPEL5","5'UTR;1stExon;1stExon;5'UTR;1stExon;1stExon;5'UTR;5'UTR","Island",2,30.369779
"cg10904699",0.962479796265938,-0.805869325410767,9.129488277664,1.06805451318226e-16,2.60155413470785e-13,27.3835704789203,"chr11",123301490,"-","","","Island",11,123.30149
"cg27110994",0.435112452821098,-2.53173227352293,9.12898584134511,1.07149642992219e-16,2.60761899926939e-13,27.3804283586941,"chr4",157892489,"-","PDGFC;PDGFC","5'UTR;1stExon","N_Shore",4,157.892489
"cg27096779",0.494174624968059,-2.61080889158875,9.12888632698709,1.07217945510363e-16,2.6081225748374e-13,27.3798060266945,"chr7",15726466,"+","MEOX2","TSS200","OpenSea",7,15.726466
"cg07145398",0.472734473699758,-1.95574322757434,9.12729572030079,1.08315563103298e-16,2.63131728699356e-13,27.3698592111892,"chr17",61523374,"-","CYB561;CYB561;CYB561","5'UTR;5'UTR;1stExon","Island",17,61.523374
"cg17064564",0.48024090049727,-1.82723338556878,9.12691210342367,1.08581949567032e-16,2.63545120233688e-13,27.3674603711493,"chr22",29710817,"-","RASL10A;RASL10A","Body;Body","Island",22,29.710817
"cg22802759",0.41377653305613,-2.71999953252785,9.12669170737232,1.08735288617526e-16,2.63800416733472e-13,27.3660822037139,"chr1",185015193,"+","RNF2","5'UTR","Island",1,185.015193
"cg00367463",0.437988121080469,-2.67751590523764,9.12366604088237,1.10862260030676e-16,2.68485002141672e-13,27.3471635535049,"chr1",45249899,"-","BEST4","Body","Island",1,45.249899
"cg23049307",0.685471949454588,-1.25926164402295,9.12278737245962,1.11487653927407e-16,2.69641958872975e-13,27.3416699272069,"chr1",55353163,"-","DHCR24","TSS1500","Island",1,55.353163
"cg04314218",0.467563154826991,-2.48281574896153,9.12258618605979,1.11631341274067e-16,2.69751287425409e-13,27.3404120940784,"chr1",43919181,"+","HYI","5'UTR","Island",1,43.919181
"cg14392392",0.476366335549679,-2.8393910987382,9.12226507651175,1.1186105910673e-16,2.70187205821311e-13,27.3384045136916,"chr2",86851035,"-","RNF103","TSS200","Island",2,86.851035
"cg06211724",0.491363430764336,-1.91608095781574,9.1208262292519,1.12896174804939e-16,2.72207322344494e-13,27.3294091520338,"chr1",183155437,"-","LAMC2;LAMC2;LAMC2;LAMC2","1stExon;5'UTR;5'UTR;1stExon","OpenSea",1,183.155437
"cg08680102",0.440492982814561,-2.85213220871529,9.12046879581492,1.13154787196047e-16,2.72471093394739e-13,27.3271746384882,"chr5",148725324,"+","GRPEL2","Body","Island",5,148.725324
"cg09586322",0.756346878944983,-2.14368122425148,9.12055694851803,1.13090951782982e-16,2.72471093394739e-13,27.3277257265861,"chr1",32706085,"-","MTMR9L","Body","Island",1,32.706085
"cg24714913",0.759628345860845,0.163581531955402,9.12053587070614,1.1310621193653e-16,2.72471093394739e-13,27.3275939581098,"chr1",113932701,"+","MAGI3;MAGI3","TSS1500;TSS1500","Island",1,113.932701
"cg10952477",0.63783742240869,-2.73117235008611,9.11908336332992,1.1416275882837e-16,2.74295391881589e-13,27.3185138479707,"chr11",120206932,"-","ARHGEF12","TSS1500","Island",11,120.206932
"cg22254299",0.598557866768168,-0.827583323604977,9.11738103813456,1.15413510813237e-16,2.7645178020686e-13,27.3078727372438,"chr17",77772001,"+","CBX8","TSS1500","Island",17,77.772001
"cg01384163",0.538285663226214,-1.44979244782484,9.11670918308975,1.15910883193267e-16,2.77400554986857e-13,27.3036732266169,"chr17",47073969,"+","IGF2BP1;IGF2BP1","TSS1500;TSS1500","Island",17,47.073969
"cg03397750",0.491687805702737,-1.50759504499088,9.11646147425933,1.16094798269903e-16,2.77719376901546e-13,27.3021249222971,"chr1",51810503,"+","TTC39A","Body","Island",1,51.810503
"cg05755239",0.752076756623836,-0.921185816989461,9.11594673813312,1.16477899604604e-16,2.78514201414247e-13,27.2989076143463,"chr4",166128480,"+","KLHL2","TSS1500","Island",4,166.12848
"cg13577407",0.629656213117358,-1.41965149692091,9.11084215703008,1.20345737494565e-16,2.87136056983817e-13,27.2670056416743,"chr3",57994372,"+","FLNB;FLNB;FLNB;FLNB","1stExon;1stExon;1stExon;1stExon","Island",3,57.994372
"cg12504804",0.580024613314758,-1.70507990820476,9.10705555780408,1.23297123252241e-16,2.93411092081137e-13,27.2433449904807,"chr17",30813443,"-","CDK5R1","TSS1500","Island",17,30.813443
"cg13407456",0.506241362863306,-1.53982000817747,9.10419353630368,1.25575491914049e-16,2.9805608106107e-13,27.2254640533052,"chr8",69243398,"+","","","Island",8,69.243398
"cg16334314",0.577710065138301,-1.83654598657888,9.10368106274007,1.25987850525745e-16,2.98775918322565e-13,27.2222625173028,"chr6",84418789,"+","SNAP91;SNAP91","Body;5'UTR","Island",6,84.418789
"cg18204762",0.456700088988998,-2.2224899858441,9.10115588477427,1.28039452044416e-16,3.02985409229842e-13,27.206488167266,"chr7",98741983,"+","SMURF1;SMURF1","TSS1500;TSS1500","Island",7,98.741983
"cg21039597",0.77816275253831,-2.28730260594276,9.10106501659035,1.28113894218449e-16,3.0303066625749e-13,27.2059205603352,"chr4",1005035,"-","FGFRL1;FGFRL1;FGFRL1","TSS1500;TSS1500;TSS1500","Island",4,1.005035
"cg09953239",0.427549561010218,-1.76321078453615,9.09954767925103,1.2936332050696e-16,3.05590120144805e-13,27.1964428496767,"chr14",76842626,"+","ESRRB","5'UTR","Island",14,76.842626
"cg00929860",0.400256284522858,2.77651558952146,9.09617522456187,1.32183843045186e-16,3.11009025837535e-13,27.1753797061472,"chr10",73846448,"-","SPOCK2;SPOCK2","3'UTR;Body","N_Shore",10,73.846448
"cg00556514",0.429955487187745,-1.41032919728999,9.09540523862457,1.32836334491228e-16,3.12312858547036e-13,27.1705710651465,"chr3",38066524,"-","PLCD1;PLCD1;PLCD1","TSS1500;TSS1500;Body","Island",3,38.066524
"cg24133591",0.469164274775575,-2.05744146493495,9.09495373397695,1.33220430225246e-16,3.12947285658571e-13,27.1677514442378,"chr5",1009091,"+","NKD2","TSS200","Island",5,1.009091
"cg03550219",0.428967169001992,-2.28098272812208,9.09421994337914,1.33847022690855e-16,3.14284439786914e-13,27.1631690768972,"chr3",25705846,"+","TOP2B","TSS200","Island",3,25.705846
"cg12549321",0.614537386874531,-1.86261111571952,9.09134891648263,1.3632689724791e-16,3.19422825453619e-13,27.1452414690751,"chr1",59762793,"+","FGGY;FGGY;FGGY;FGGY","1stExon;1stExon;5'UTR;5'UTR","Island",1,59.762793
"cg01858923",0.634405797357636,-2.45952868352121,9.0904027173314,1.3715414608773e-16,3.2122373099498e-13,27.1393335707137,"chr14",65569399,"-","MAX;MAX;MAX;MAX;MAX;MAX","TSS200;TSS200;TSS200;TSS200;TSS200;TSS200","Island",14,65.569399
"cg25742246",0.545389872817073,-1.15972212993685,9.08846546288465,1.38863453851333e-16,3.24533294779837e-13,27.1272384291002,"chr1",214153460,"+","","","Island",1,214.15346
"cg02616975",0.76706684381043,-1.75454621979158,9.08628579454185,1.40811969403609e-16,3.28666459370251e-13,27.1136309611487,"chr11",48001954,"-","PTPRJ;PTPRJ","TSS200;TSS200","Island",11,48.001954
"cg27438756",0.653737629900628,-1.95239895009216,9.08601916288429,1.41052182188254e-16,3.29086919339195e-13,27.1119664895533,"chr1",74663921,"-","TNNI3K;FPGT;LRRIQ3","TSS200;TSS200;TSS200","Island",1,74.663921
"cg21609684",0.478002976895309,-1.85128758932556,9.08504253752384,1.41935522152907e-16,3.30865999804851e-13,27.1058699784076,"chr15",76005087,"-","CSPG4","1stExon","OpenSea",15,76.005087
"cg16909364",0.445364610022261,-2.48677983881282,9.08484232353429,1.42117289899326e-16,3.31008009787359e-13,27.1046201882655,"chr12",72057977,"-","ZFC3H1;THAP2;THAP2","TSS1500;1stExon;5'UTR","S_Shore",12,72.057977
"cg06626599",0.814610178061656,-1.03662011144486,9.08404799983393,1.42840712479533e-16,3.32269134034904e-13,27.0996619070814,"chr1",41284135,"+","KCNQ4;KCNQ4","Body;Body","Island",1,41.284135
"cg06737937",0.588476145063512,-1.94748388546934,9.0803917142166,1.46218108547675e-16,3.39404864073771e-13,27.0768409817358,"chr7",87849496,"+","SRI;SRI","TSS200;Body","Island",7,87.849496
"cg21918513",0.515512556986602,-2.14188182179664,9.07936536617388,1.47180352256213e-16,3.41493745742864e-13,27.0704355978978,"chr5",37838741,"-","GDNF","5'UTR","Island",5,37.838741
"cg04681963",0.427496448273683,-2.35752405352518,9.07903863042604,1.47487998915777e-16,3.42062679415869e-13,27.0683965152591,"chr5",178451078,"-","ZNF879","5'UTR","Island",5,178.451078
"cg24155871",0.601270071407664,-1.32217256924074,9.07851744018972,1.47980062413543e-16,3.43058660725627e-13,27.0651439447584,"chr1",75139347,"+","C1orf173;C1orf173","1stExon;5'UTR","OpenSea",1,75.139347
"cg22903735",0.501248866194979,-2.64567451133133,9.07683975973213,1.4957508888845e-16,3.46463132621968e-13,27.0546745964126,"chr14",77413674,"-","","","OpenSea",14,77.413674
"cg08256027",0.529036412940997,-1.84603325712359,9.07221617248643,1.54059845806719e-16,3.55948205813747e-13,27.0258255157419,"chr6",144334733,"-","PLAGL1;PLAGL1","5'UTR;5'UTR","OpenSea",6,144.334733
"cg15446670",0.40077376668207,-3.2498034337141,9.07176182931048,1.54507691873908e-16,3.56682063033868e-13,27.0229909236696,"chr7",87257547,"-","ABCB1;RUNDC3B;RUNDC3B;RUNDC3B","5'UTR;TSS200;TSS200;TSS200","Island",7,87.257547
"cg11347840",0.595366036700954,-2.5385852691523,9.07103887681815,1.55222974388583e-16,3.57880856576925e-13,27.0184806222987,"chr17",38804311,"-","SMARCE1","TSS1500","Island",17,38.804311
"cg10913846",0.426873517285174,-1.61329507023376,9.07081827074169,1.55441894475989e-16,3.5823482475859e-13,27.0171043491055,"chr14",37133714,"+","PAX9","Body","N_Shore",14,37.133714
"cg20701404",0.617567145669512,-1.17750755206948,9.06790984933614,1.58356934633041e-16,3.64186826714885e-13,26.9989610647724,"chr17",71898027,"+","","","Island",17,71.898027
"cg22387939",0.72495512471441,-1.58098416998827,9.06658687773253,1.59700828159237e-16,3.66969373539811e-13,26.9907088524811,"chr2",71175719,"+","ATP6V1B1","Body","OpenSea",2,71.175719
"cg24158452",0.519868937905622,-1.4457549489668,9.05577258112689,1.71119652540244e-16,3.9189310065297e-13,26.9232705036314,"chr17",40428550,"+","STAT5B","TSS200","Island",17,40.42855
"cg14416371",0.568322587589682,-2.07865769149021,9.05472979310447,1.72262716140461e-16,3.94346050269416e-13,26.9167692687594,"chr11",43602847,"-","MIR129-2","TSS200","Island",11,43.602847
"cg06619938",0.426140067811896,-1.44400565638484,9.05238721144241,1.74858302067981e-16,3.99619917857631e-13,26.902165550792,"chr12",54376127,"-","","","N_Shelf",12,54.376127
"cg21830413",0.540212415204114,-2.48825978715072,9.05210774624732,1.75170533019797e-16,4.00166543509859e-13,26.9004234538893,"chr10",70884251,"+","VPS26A;VPS26A","Body;Body","Island",10,70.884251
"cg02056280",0.504452002129274,-2.66150228630852,9.05029938016458,1.77204352503362e-16,4.03802333963462e-13,26.8891511751386,"chr3",178866391,"-","PIK3CA","5'UTR","Island",3,178.866391
"cg19528521",0.497852433434369,-4.33617431620071,9.04975852483109,1.77817183018742e-16,4.05030332456718e-13,26.8857799725049,"chr7",102036881,"+","PRKRIP1","1stExon","Island",7,102.036881
"cg25062812",0.511053074901741,-1.86139062041789,9.04905109644094,1.78621933009675e-16,4.06694280881012e-13,26.8813706209108,"chr14",25519484,"-","STXBP6","TSS1500","Island",14,25.519484
"cg18385719",0.627214646297106,-1.87489131213172,9.04851986696915,1.79228622226857e-16,4.07736684362887e-13,26.8780595918148,"chr4",75023649,"+","MTHFD2L","TSS200","Island",4,75.023649
"cg24317988",0.783157858937031,-2.62097035143167,9.04813393910169,1.79670653668876e-16,4.08572612087945e-13,26.8756542404454,"chr10",33247433,"-","ITGB1;ITGB1","TSS200;TSS1500","Island",10,33.247433
"cg06728579",0.512368196191599,-1.94348444106721,9.04747101319946,1.80432481002424e-16,4.09964653140437e-13,26.8715225506232,"chr16",56224901,"-","GNAO1;GNAO1;LOC283856","TSS1500;TSS1500;Body","Island",16,56.224901
"cg04058961",0.631320145585029,-2.16440679745775,9.04437843501522,1.84029064192759e-16,4.17098540896817e-13,26.8522495742948,"chr3",196159428,"+","UBXN7","TSS200","Island",3,196.159428
"cg09111223",0.583401015916093,-2.06545645408334,9.04273300899889,1.85971588115387e-16,4.20804827698811e-13,26.8419962958538,"chr4",93225086,"+","GRID2","TSS1500","N_Shore",4,93.225086
"cg27430682",0.689483333801548,-1.48075157041154,9.04138795373476,1.87574629040915e-16,4.23731993843573e-13,26.8336152751662,"chr10",65225552,"-","JMJD1C;JMJD1C;LOC84989","5'UTR;1stExon;Body","Island",10,65.225552
"cg12221212",0.437714240114273,-2.56991171300706,9.04108182232757,1.87941390987674e-16,4.24210646403789e-13,26.8317078415928,"chr1",156474724,"-","","","N_Shore",1,156.474724
"cg01052087",0.778337503268491,-0.0659785321247403,9.04075170447987,1.88337688440365e-16,4.24792971419627e-13,26.8296509819255,"chr20",10414899,"+","C20orf94;MKKS","TSS1500;TSS200","Island",20,10.414899
"cg20979786",0.413861538380637,-2.08149432046675,9.04073773966179,1.8835447111407e-16,4.24792971419627e-13,26.8295639722075,"chr7",74072997,"+","GTF2I;GTF2I;GTF2I;GTF2I;GTF2I","5'UTR;5'UTR;5'UTR;5'UTR;5'UTR","Island",7,74.072997
"cg18041840",0.783892129316349,-2.78920820985319,9.03995323427873,1.89299666119232e-16,4.26573421549754e-13,26.8246760866499,"chr11",65405674,"-","SIPA1","5'UTR","N_Shelf",11,65.405674
"cg08795964",0.486475158662297,-1.95045719166191,9.03977663303652,1.8951308943339e-16,4.26878757899379e-13,26.8235757895358,"chr8",72468987,"+","","","Island",8,72.468987
"cg25227274",0.528593981035702,-2.34759644057832,9.03862475020186,1.90911021486025e-16,4.29850855828034e-13,26.81639929684,"chr19",9648995,"-","ZNF426","5'UTR","Island",19,9.648995
"cg22108563",0.426035478475204,-1.53744317950082,9.03628990112461,1.93776115851705e-16,4.35050150670767e-13,26.8018537346247,"chr5",176936877,"+","DOK3;DOK3;DOK3","TSS200;5'UTR;5'UTR","OpenSea",5,176.936877
"cg05009684",0.445020500406795,-3.03175919648525,9.03610801140804,1.94001098145335e-16,4.35376829230846e-13,26.8007206650908,"chr7",116139628,"-","CAV2;CAV2;CAV2;CAV2","5'UTR;5'UTR;1stExon;1stExon","N_Shore",7,116.139628
"cg06093354",0.637878146420731,-3.1065938503795,9.03545068106215,1.94816326369678e-16,4.36724503821735e-13,26.7966259439418,"chr13",48611687,"+","NUDT15","TSS200","Island",13,48.611687
"cg17083941",0.691475263929968,-1.3115977153392,9.03522995445267,1.95090836523683e-16,4.36748884959271e-13,26.7952509929627,"chr11",8285557,"+","LMO1","TSS200","S_Shore",11,8.285557
"cg18733255",0.474996749234757,-2.23326709711756,9.03443727934488,1.96079831486024e-16,4.38425437415691e-13,26.7903133650324,"chr17",39942970,"+","JUP;JUP","TSS200;TSS200","Island",17,39.94297
"cg01474603",0.52725091712777,-2.40807167232055,9.03317044666271,1.97670769198308e-16,4.41327812359518e-13,26.782422523382,"chr12",100536694,"-","UHRF1BP1L;UHRF1BP1L","TSS200;TSS200","S_Shore",12,100.536694
"cg05744487",0.867769784437803,-0.181285703724377,9.03314716340497,1.97700128920026e-16,4.41327812359518e-13,26.7822775007225,"chr11",18720220,"+","TMEM86A","TSS200","N_Shore",11,18.72022
"cg26994227",0.47805215960322,-1.67779408727362,9.03012133108244,2.01552743652871e-16,4.486482767778e-13,26.7634319548838,"chr5",130971071,"-","RAPGEF6;RAPGEF6;RAPGEF6;RAPGEF6;RAPGEF6;RAPGEF6","TSS200;TSS200;TSS200;TSS200;TSS200;TSS200","Island",5,130.971071
